id,observed_on,time_observed_at,url,image_url,description,num_identification_agreements,latitude,longitude,private_latitude,private_longitude,place_town_name,place_county_name,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_family_name,taxon_genus_name,taxon_species_name
37178724,2020-01-01,2020-01-02 00:44:00 UTC,https://www.inaturalist.org/observations/37178724,https://inaturalist-open-data.s3.amazonaws.com/photos/58895515/medium.jpeg,AOR- 58 degrees,4,27.586574257,-97.4503388511,,,,Nueces,Texas,United States,Couch's Spadefoot,Scaphiopus couchii,Couch's Spadefoot,Amphibia,26691,Scaphiopodidae,Scaphiopus,Scaphiopus couchii
37265092,2020-01-04,2020-01-04 13:41:09 UTC,https://www.inaturalist.org/observations/37265092,https://inaturalist-open-data.s3.amazonaws.com/photos/59108150/medium.jpg,,2,30.8506081626,-85.2796661016,,,,Jackson,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
37288599,2020-01-03,2020-01-04 01:23:33 UTC,https://www.inaturalist.org/observations/37288599,https://inaturalist-open-data.s3.amazonaws.com/photos/59086303/medium.jpg,,4,30.5973811448,-83.8814700209,,,,"Jefferson County, FL, US",Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
37458465,2020-01-02,2020-01-02 15:12:00 UTC,https://www.inaturalist.org/observations/37458465,https://inaturalist-open-data.s3.amazonaws.com/photos/59386161/medium.jpeg,,2,23.4363627,-109.4296296,,,,La Paz old,Baja California Sur,Mexico,sapo cavador,Scaphiopus couchii,Couch's Spadefoot,Amphibia,26691,Scaphiopodidae,Scaphiopus,Scaphiopus couchii
37585585,2020-01-12,2020-01-12 06:39:09 UTC,https://www.inaturalist.org/observations/37585585,https://inaturalist-open-data.s3.amazonaws.com/photos/59612102/medium.jpg,,1,33.4170411344,-81.8765143849,,,,Aiken,South Carolina,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
37660836,2020-01-14,2020-01-15 02:37:23 UTC,https://www.inaturalist.org/observations/37660836,https://inaturalist-open-data.s3.amazonaws.com/photos/59753994/medium.jpg,Yes! I knew they were there and I notice this was one different looking than the California toads. So cute!!! It tried to make itself look big and bulky by puffing up.,2,33.0871246733,-116.8783623381,,,,San Diego,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
37884868,2020-01-22,2020-01-23 04:10:12 UTC,https://www.inaturalist.org/observations/37884868,https://static.inaturalist.org/photos/60126049/medium.jpg,,3,29.01921667,-96.95043,,,,Victoria,Texas,United States,Hurter's Spadefoot,Scaphiopus hurterii,Hurter's Spadefoot,Amphibia,26693,Scaphiopodidae,Scaphiopus,Scaphiopus hurterii
37885098,2020-01-22,2020-01-23 04:43:17 UTC,https://www.inaturalist.org/observations/37885098,https://static.inaturalist.org/photos/60126098/medium.jpg,,4,29.02300833,-96.88831333,,,,Victoria,Texas,United States,Hurter's Spadefoot,Scaphiopus hurterii,Hurter's Spadefoot,Amphibia,26693,Scaphiopodidae,Scaphiopus,Scaphiopus hurterii
37913501,2020-01-23,2020-01-23 21:17:37 UTC,https://www.inaturalist.org/observations/37913501,https://inaturalist-open-data.s3.amazonaws.com/photos/60177437/medium.jpg,,1,32.5316378092,-85.6350448477,,,,Macon,Alabama,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
37996148,2020-01-25,2020-01-25 21:28:00 UTC,https://www.inaturalist.org/observations/37996148,https://static.inaturalist.org/photos/60321670/medium.jpeg,"",2,32.9850931565,-117.1133396231,,,,San Diego,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
38125978,2020-01-30,2020-01-30 19:29:48 UTC,https://www.inaturalist.org/observations/38125978,https://static.inaturalist.org/photos/60550580/medium.jpg,,4,36.1372100518,-119.554299408,,,,Kings,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
38242124,2020-02-01,2020-02-01 06:51:16 UTC,https://www.inaturalist.org/observations/38242124,https://static.inaturalist.org/photos/60752602/medium.jpg,,2,32.8111133587,-117.3361673673,,,,San Diego,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
38378484,2020-02-06,2020-02-07 02:12:01 UTC,https://www.inaturalist.org/observations/38378484,https://inaturalist-open-data.s3.amazonaws.com/photos/60987390/medium.jpeg,,6,30.3931939175,-82.9443714023,,,,Suwannee,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
38385009,2020-02-06,2020-02-07 00:51:21 UTC,https://www.inaturalist.org/observations/38385009,https://inaturalist-open-data.s3.amazonaws.com/photos/60998643/medium.jpg,,2,37.67623667,-77.29277833,,,,Hanover,Virginia,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
38468186,2020-02-07,2020-02-07 19:51:28 UTC,https://www.inaturalist.org/observations/38468186,https://inaturalist-open-data.s3.amazonaws.com/photos/61141266/medium.jpg,4cm long,1,32.6869872457,-117.1918298774,,,,San Diego,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
38505424,2020-02-10,2020-02-10 14:14:01 UTC,https://www.inaturalist.org/observations/38505424,https://inaturalist-open-data.s3.amazonaws.com/photos/61206736/medium.jpeg,,3,30.4661073498,-84.0857649967,,,,Leon,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
38527007,2020-02-10,2020-02-11 03:18:53 UTC,https://www.inaturalist.org/observations/38527007,https://static.inaturalist.org/photos/61244484/medium.jpg,,2,29.80275833,-81.30518333,,,,Saint Johns,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
38559594,2020-02-11,2020-02-12 03:47:33 UTC,https://www.inaturalist.org/observations/38559594,https://static.inaturalist.org/photos/66464132/medium.jpg,,5,28.1756949123,-82.6622719434,,,,Pasco,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
38594334,2020-02-12,2020-02-13 03:47:02 UTC,https://www.inaturalist.org/observations/38594334,https://static.inaturalist.org/photos/61358928/medium.jpg,,1,32.9984741696,-80.2701658759,,,,Dorchester,South Carolina,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
38676729,2020-02-06,2020-02-07 01:42:00 UTC,https://www.inaturalist.org/observations/38676729,https://inaturalist-open-data.s3.amazonaws.com/photos/61505143/medium.jpeg,"Found after a storm in Burke County, GA. My first time finding one. :)",2,33.0404323475,-81.7148032039,,,,Burke,Georgia,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
38734951,2020-02-16,2020-02-16 23:52:58 UTC,https://www.inaturalist.org/observations/38734951,https://static.inaturalist.org/photos/61608954/medium.jpg,,2,29.57047,-82.20003667,,,,Alachua,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
38942065,2020-02-20,2020-02-21 00:35:02 UTC,https://www.inaturalist.org/observations/38942065,https://inaturalist-open-data.s3.amazonaws.com/photos/61864913/medium.jpg,Common around this time to be burrowing around in my backyard,3,28.305171181,-82.7436582547,,,,Pasco,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
39070669,2020-02-19,2020-02-20 00:24:18 UTC,https://www.inaturalist.org/observations/39070669,https://inaturalist-open-data.s3.amazonaws.com/photos/61995581/medium.jpg,,4,27.8378609197,-80.5124596805,,,,Brevard,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
39197626,2020-02-24,2020-02-25 03:15:08 UTC,https://www.inaturalist.org/observations/39197626,https://inaturalist-open-data.s3.amazonaws.com/photos/62164535/medium.jpg,,3,30.3683366667,-83.8182966667,,,,"Jefferson County, FL, US",Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
39266870,2020-02-26,2020-02-27 01:07:36 UTC,https://www.inaturalist.org/observations/39266870,https://inaturalist-open-data.s3.amazonaws.com/photos/62276149/medium.jpeg,,4,29.5661179444,-82.6144717222,,,,Alachua,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
39266916,2020-02-26,2020-02-27 01:16:07 UTC,https://www.inaturalist.org/observations/39266916,https://inaturalist-open-data.s3.amazonaws.com/photos/62276262/medium.jpeg,,4,29.5661441241,-82.614974007,,,,Alachua,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
39302656,2020-02-27,2020-02-27 10:13:23 UTC,https://www.inaturalist.org/observations/39302656,https://static.inaturalist.org/photos/62337954/medium.jpg,Tadpole,2,33.3610146909,-117.4267927729,,,,San Diego,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
39439047,2020-03-01,2020-03-02 03:09:51 UTC,https://www.inaturalist.org/observations/39439047,https://static.inaturalist.org/photos/62573004/medium.jpg,,3,32.7940961915,-116.8622075549,,,,San Diego,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
39439145,2020-03-01,2020-03-02 03:57:26 UTC,https://www.inaturalist.org/observations/39439145,https://static.inaturalist.org/photos/62573198/medium.jpg,,1,32.7826195753,-116.9186719912,,,,San Diego,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
39439337,2020-03-01,2020-03-02 04:14:36 UTC,https://www.inaturalist.org/observations/39439337,https://static.inaturalist.org/photos/62573448/medium.jpg,,4,32.716604326,-116.9949435008,,,,San Diego,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
39556167,2020-03-04,2020-03-05 02:02:21 UTC,https://www.inaturalist.org/observations/39556167,https://inaturalist-open-data.s3.amazonaws.com/photos/62767336/medium.jpg,,2,32.01860833,-80.97807167,,,,Chatham,Georgia,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
39582657,2020-03-05,2020-03-05 20:19:02 UTC,https://www.inaturalist.org/observations/39582657,https://static.inaturalist.org/photos/63177197/medium.jpg,,3,30.4137222469,-84.188496871,,,,Leon,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
39657086,2020-01-09,2020-01-10 01:55:00 UTC,https://www.inaturalist.org/observations/39657086,https://inaturalist-open-data.s3.amazonaws.com/photos/62937312/medium.jpeg,"GEOPRIVACY NOTE:
All my observations are posted with “obscured” geoprivacy. This means the exact location for each observation is masked somewhat within the red box that shows up on the standard browser viewer. I’m happy to provide more habitat description if requested — as the map may not be too precise in the public view. 

A REQUEST: 
When recommending an identification, please adhere to current standards of taxonomy as deployed by iNaturalist at this time — as opposed to identifying and classifying organisms based on personal beliefs about what taxonomy can, should, or of right ought to be in opposition to iNaturalist’s current taxonomy. Comments noting such taxonomic disagreements, however, are welcomed and encouraged. I prefer my observations to be inline with current taxonomic standards as deployed by iNaturalist (as opposed to my personal beliefs) so that this and other observations are readily accessible to iNaturalist users with greater efficiency and usability. This has been an issue in the past with some folks in the herpetological circles. Thanks! 

If you have any questions regarding this observation, feel free to contact me or leave a comment below!

Janson Jones, 
http://floridensis.com.  ",3,29.3692216208,-81.0389208266,,,,Volusia,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
39805676,2020-03-10,2020-03-10 18:22:15 UTC,https://www.inaturalist.org/observations/39805676,https://static.inaturalist.org/photos/63191208/medium.jpg,,1,32.7703474855,-80.0679397791,,,,Charleston,South Carolina,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
39823216,2020-03-10,2020-03-11 01:36:31 UTC,https://www.inaturalist.org/observations/39823216,https://static.inaturalist.org/photos/63219942/medium.jpg,,3,29.61591667,-82.36093833,,,Gainesville,Alachua,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
39847599,2020-03-09,2020-03-10 02:19:44 UTC,https://www.inaturalist.org/observations/39847599,https://inaturalist-open-data.s3.amazonaws.com/photos/63261080/medium.jpg,,1,26.4797644907,-97.8297904841,,,,Willacy,Texas,United States,Couch's Spadefoot,Scaphiopus couchii,Couch's Spadefoot,Amphibia,26691,Scaphiopodidae,Scaphiopus,Scaphiopus couchii
39917883,2020-03-12,2020-03-13 05:59:12 UTC,https://www.inaturalist.org/observations/39917883,https://inaturalist-open-data.s3.amazonaws.com/photos/63380710/medium.jpeg,,2,35.7462406195,-119.7585049998,,,,Kern,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
39976425,2020-03-14,2020-03-14 20:58:40 UTC,https://www.inaturalist.org/observations/39976425,https://inaturalist-open-data.s3.amazonaws.com/photos/63480782/medium.jpg,,2,30.7392081679,-89.0585619088,,,,Harrison,Mississippi,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
40029655,2020-03-14,2020-03-14 19:01:30 UTC,https://www.inaturalist.org/observations/40029655,https://static.inaturalist.org/photos/63571501/medium.jpg,Defensively playing opossum:),2,31.47069667,-89.39005333,,,,Jones,Mississippi,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
40034693,2020-03-15,2020-03-15 18:21:14 UTC,https://www.inaturalist.org/observations/40034693,https://static.inaturalist.org/photos/63587559/medium.jpg,,3,30.4694051698,-84.073524844,,,,Leon,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
40068145,2020-03-15,2020-03-16 02:48:00 UTC,https://www.inaturalist.org/observations/40068145,https://inaturalist-open-data.s3.amazonaws.com/photos/63635924/medium.jpeg,,3,33.8183201916,-117.3360848269,,,,Riverside,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
40068148,2020-03-15,2020-03-15 23:29:00 UTC,https://www.inaturalist.org/observations/40068148,https://inaturalist-open-data.s3.amazonaws.com/photos/63636154/medium.jpeg,Eggs and hatching larvae.,1,33.9903058326,-117.3521530557,,,,Riverside,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
40089372,2020-03-10,2020-03-11 02:32:49 UTC,https://www.inaturalist.org/observations/40089372,https://static.inaturalist.org/photos/63671799/medium.jpg,"",3,36.580674805,-121.0899464009,,,,San Benito,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
40165862,2020-03-17,2020-03-18 02:34:27 UTC,https://www.inaturalist.org/observations/40165862,https://inaturalist-open-data.s3.amazonaws.com/photos/63801013/medium.jpeg,,6,29.42650675,-97.90133467,,,,Guadalupe,Texas,United States,Hurter's Spadefoot,Scaphiopus hurterii,Hurter's Spadefoot,Amphibia,26693,Scaphiopodidae,Scaphiopus,Scaphiopus hurterii
40283611,2020-03-19,2020-03-19 23:33:15 UTC,https://www.inaturalist.org/observations/40283611,https://static.inaturalist.org/photos/63991897/medium.jpeg,,3,28.2678341565,-98.6030366351,,,,McMullen,Texas,United States,Couch's Spadefoot,Scaphiopus couchii,Couch's Spadefoot,Amphibia,26691,Scaphiopodidae,Scaphiopus,Scaphiopus couchii
40283617,2020-03-19,2020-03-19 23:51:19 UTC,https://www.inaturalist.org/observations/40283617,https://static.inaturalist.org/photos/63991931/medium.jpeg,,3,28.3859984872,-98.7602929421,,,,McMullen,Texas,United States,Couch's Spadefoot,Scaphiopus couchii,Couch's Spadefoot,Amphibia,26691,Scaphiopodidae,Scaphiopus,Scaphiopus couchii
40284972,2020-03-20,2020-03-20 09:30:22 UTC,https://www.inaturalist.org/observations/40284972,https://static.inaturalist.org/photos/63994157/medium.jpeg,,1,28.7027232137,-99.5688400045,,,,Zavala,Texas,United States,Couch's Spadefoot,Scaphiopus couchii,Couch's Spadefoot,Amphibia,26691,Scaphiopodidae,Scaphiopus,Scaphiopus couchii
40299603,2020-03-19,,https://www.inaturalist.org/observations/40299603,,Several males calling in the aroyo San Telmo,2,30.8046779122,-116.1492824336,,,,Ensenada,Baja California,Mexico,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
40307824,2020-03-20,2020-03-20 19:31:55 UTC,https://www.inaturalist.org/observations/40307824,https://inaturalist-open-data.s3.amazonaws.com/photos/64031671/medium.jpeg,,1,32.7907797827,-116.5714871639,,,,San Diego,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
40308312,2020-03-20,2020-03-20 19:40:58 UTC,https://www.inaturalist.org/observations/40308312,https://inaturalist-open-data.s3.amazonaws.com/photos/64032414/medium.jpeg,,1,32.6695741482,-116.5384883522,,,,San Diego,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
40309120,2020-03-20,2020-03-20 19:58:26 UTC,https://www.inaturalist.org/observations/40309120,https://inaturalist-open-data.s3.amazonaws.com/photos/68003304/medium.jpeg,Mating pair on road,1,32.7428082373,-116.7461021414,,,,San Diego,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
40345700,2020-02-06,2020-02-06 14:16:13 UTC,https://www.inaturalist.org/observations/40345700,https://static.inaturalist.org/photos/64082250/medium.jpg,,1,30.8681290842,-116.0044473308,,,,Ensenada,Baja California,Mexico,sapo de espuelas occidental,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
40445948,2020-03-21,2020-03-22 01:50:40 UTC,https://www.inaturalist.org/observations/40445948,https://inaturalist-open-data.s3.amazonaws.com/photos/64183130/medium.jpg,,1,26.45159667,-97.855645,,,,Willacy,Texas,United States,Couch's Spadefoot,Scaphiopus couchii,Couch's Spadefoot,Amphibia,26691,Scaphiopodidae,Scaphiopus,Scaphiopus couchii
40478641,2020-03-21,2020-03-22 04:12:09 UTC,https://www.inaturalist.org/observations/40478641,https://static.inaturalist.org/photos/64193315/medium.jpg,,1,30.358129449,-103.4504277208,,,,Brewster,Texas,United States,Mexican Spadefoot,Spea multiplicata,Mexican Spadefoot,Amphibia,26698,Scaphiopodidae,Spea,Spea multiplicata
40527154,2020-03-21,2020-03-22 01:48:21 UTC,https://www.inaturalist.org/observations/40527154,https://static.inaturalist.org/photos/64226461/medium.jpg,,1,30.0221867809,-97.2493301443,,,,Bastrop,Texas,United States,Hurter's Spadefoot,Scaphiopus hurterii,Hurter's Spadefoot,Amphibia,26693,Scaphiopodidae,Scaphiopus,Scaphiopus hurterii
40568897,2020-03-22,2020-03-23 02:55:27 UTC,https://www.inaturalist.org/observations/40568897,https://inaturalist-open-data.s3.amazonaws.com/photos/64296599/medium.jpg,"Honking call alerted me to several (10 or so) in a neighbor's pond
Edit: Just added the calls. Sorry for the distance from the pond. Didn't think to record until after we walked away from the pond. ",2,30.12933617,-97.27026333,,,,Bastrop,Texas,United States,Hurter's Spadefoot,Scaphiopus hurterii,Hurter's Spadefoot,Amphibia,26693,Scaphiopodidae,Scaphiopus,Scaphiopus hurterii
40596207,2020-03-14,2020-03-14 19:23:23 UTC,https://www.inaturalist.org/observations/40596207,https://inaturalist-open-data.s3.amazonaws.com/photos/64342972/medium.jpg,,4,30.4494640077,-86.1392040305,,,,Walton,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
40620994,2020-03-13,2020-03-14 03:49:26 UTC,https://www.inaturalist.org/observations/40620994,https://inaturalist-open-data.s3.amazonaws.com/photos/64384304/medium.jpeg,,3,33.9546220497,-117.2745768205,,,,Riverside,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
40660292,2020-03-10,2020-03-11 04:35:24 UTC,https://www.inaturalist.org/observations/40660292,https://inaturalist-open-data.s3.amazonaws.com/photos/64451696/medium.jpg,,5,36.5466764673,-121.1451550883,,,,San Benito,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
40669577,2020-03-22,2020-03-22 20:17:22 UTC,https://www.inaturalist.org/observations/40669577,https://static.inaturalist.org/photos/64468230/medium.jpeg,,1,37.2615696856,-77.0428936954,,,,Charles City,Virginia,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
40677640,2020-03-24,2020-03-24 22:24:17 UTC,https://www.inaturalist.org/observations/40677640,https://static.inaturalist.org/photos/64482280/medium.jpg,,1,31.84164167,-87.76323,,,,Clarke,Alabama,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
40726749,2020-03-25,2020-03-26 00:38:34 UTC,https://www.inaturalist.org/observations/40726749,https://static.inaturalist.org/photos/64563209/medium.jpg,,3,29.6155634802,-82.3808993027,,,Gainesville,Alachua,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
40789845,2020-03-26,2020-03-26 18:36:48 UTC,https://www.inaturalist.org/observations/40789845,https://static.inaturalist.org/photos/64660531/medium.jpg,Several dead here,3,33.3403623996,-117.2722090371,,,,San Diego,California,United States,Western Spadefoot,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
40790467,2020-03-26,2020-03-26 20:58:13 UTC,https://www.inaturalist.org/observations/40790467,https://inaturalist-open-data.s3.amazonaws.com/photos/64661544/medium.jpeg,,3,30.9228176831,-116.0663026742,,,,Ensenada,Baja California,Mexico,sapo de espuelas occidental,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
40790538,2020-03-26,2020-03-26 20:57:05 UTC,https://www.inaturalist.org/observations/40790538,https://inaturalist-open-data.s3.amazonaws.com/photos/64661670/medium.jpeg,,3,30.9192057063,-116.166181532,,,,Ensenada,Baja California,Mexico,sapo de espuelas occidental,Spea hammondii,Western Spadefoot,Amphibia,26702,Scaphiopodidae,Spea,Spea hammondii
40812772,2020-03-26,2020-03-26 16:07:15 UTC,https://www.inaturalist.org/observations/40812772,https://inaturalist-open-data.s3.amazonaws.com/photos/64700215/medium.jpg,,3,30.19328833,-84.26760833,,,,Wakulla,Florida,United States,Eastern Spadefoot,Scaphiopus holbrookii,Eastern Spadefoot,Amphibia,26695,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
40852140,2020-03-27,2020-03-27 22:51:32 UTC,https://www.inaturalist.org/observations/40852140,https://inaturalist-open-data.s3.amazonaws.com/photos/64764610/medium.jpg,,2,30.1644368902,-97.1827496693,,,,Bastrop,Texas,United States,Hurter's Spadefoot,Scaphiopus hurterii,Hurter's Spadefoot,Amphibia,26693,Scaphiopodidae,Scaphiopus,Scaphiopus hurterii
40859769,2020-03-21,2020-03-22 02:48:00 UTC,https://www.inaturalist.org/observations/40859769,https://inaturalist-open-data.s3.amazonaws.com/photos/64776791/medium.jpeg,"I found six Scaphiopus on back roads in Bastrop County (Park Road 1C and Gotier Trace Road) on 3-21-20.   I am posting four iNat records, including this one and three others.  To me they look intermediate between S. hurterii and S. couchii, and I'm wondering if they could be hybrids. Certain characteristics look like couchii to me, including the dominant yellow coloration and the very slight boss between the eyes (or absence of).  I only heard one spadefoot calling, but was unable to get a recording.

Weather at the time was air temperature mid-50s, light rain falling after heavier rain earlier that day, light north wind, barometric pressure 30.22 in Hg.",2,30.1071733333,-97.243725,,,,Bastrop,Texas,United States,Hurter's Spadefoot,Scaphiopus hurterii,Hurter's Spadefoot,Amphibia,26693,Scaphiopodidae,Scaphiopus,Scaphiopus hurterii
40860691,2020-03-21,2020-03-22 02:49:00 UTC,https://www.inaturalist.org/observations/40860691,https://inaturalist-open-data.s3.amazonaws.com/photos/64778949/medium.jpeg,"I found six Scaphiopus on back roads in Bastrop County (Park Road 1C and Gotier Trace Road) on 3-21-20.   I am posting four iNat records, including this one and three others.  To me they look intermediate between S. hurterii and S. couchii, and I'm wondering if they could be hybrids. Certain characteristics look like couchii to me, including the dominant yellow coloration and the very slight boss between the eyes (or absence of).  I only heard one spadefoot calling, but was unable to get a recording.

Weather at the time was air temperature mid-50s, light rain falling after heavier rain earlier that day, light north wind, barometric pressure 30.22 in Hg.",2,30.093815,-97.2031933333,,,,Bastrop,Texas,United States,Hurter's Spadefoot,Scaphiopus hurterii,Hurter's Spadefoot,Amphibia,26693,Scaphiopodidae,Scaphiopus,Scaphiopus hurterii
